Title,Authors,Author Birth Years,Languages,LCC Subjects
The Beetle: A Mystery,"Marsh, Richard",1857,en,PR
Innocent : her fancy and his fact,"Corelli, Marie",1855,en,PR
The Countess Cathleen,"Yeats, W. B. (William Butler)",1865,en,PR
The Land of Heart's Desire,"Yeats, W. B. (William Butler)",1865,en,PR
"Thomas Hariot, the Mathematician, the Philosopher and the Scholar","Stevens, Henry",1819,en,F206
Birds and Poets : with Other Papers,"Burroughs, John",1837,en,PS
A Siren,"Trollope, Thomas Adolphus",1810,en,PR
The Emerald City of Oz,"Baum, L. Frank (Lyman Frank)",1856,en,PZ
Inebriety and The Candidate,"Crabbe, George",1754,en,PR
The Unexpurgated Case Against Woman Suffrage,"Wright, Almroth",1861,en,JN
"The Enchanted Island of Yew
Whereon Prince Marvel Encountered the High Ki of Twi and Other Surprising People","Baum, L. Frank (Lyman Frank)",1856,en,PZ
The Case of Summerfield,"Rhodes, W. H. (William Henry)",1822,en,PS
"On a Dynamical Top, for exhibiting the phenomena of the motion of a system of invariable form about a fixed point, with some suggestions as to the Earth's motion","Maxwell, James Clerk",1831,en,QA
The Double Widowing,"Dufresny, Charles Rivière",1657,en,PQ
The Ivory Trail,"Mundy, Talbot",1879,en,PR
My Life — Volume 1,"Wagner, Richard",1813,en,ML
The Library,"Crabbe, George",1754,en,PR
"South! The Story of Shackleton's Last Expedition, 1914-1917; Includes both text and audio files","Shackleton, Ernest Henry, Sir",1874,en,G
A Kidnapped Santa Claus,"Baum, L. Frank (Lyman Frank)",1856,en,PZ
Metamorphosis,"Kafka, Franz",1883,en,PT
Don Juan Tenorio,"Zorrilla, José",1817,es en,PQ
The Golden Lion of Granpere,"Trollope, Anthony",1815,en,PR
The Village and The Newspaper,"Crabbe, George",1754,en,PR
"The Inns and Taverns of ""Pickwick""
With Some Observations on Their Other Associations","Matz, B. W. (Bertram Waldrom)",1865,en,PR
"Speeches of the Hon. Jefferson Davis, of Mississippi; delivered during the summer of 1858.","Davis, Jefferson",1808,en,E300
The Parish Register,"Crabbe, George",1754,en,PR
Miscellaneous Poems,"Crabbe, George",1754,en,PR
The Life and Adventures of Santa Claus,"Baum, L. Frank (Lyman Frank)",1856,en,PZ
The Borough,"Crabbe, George",1754,en,PR
The Famous Missions of California,"Hudson, William Henry",1862,en,F850.5
Tik-Tok of Oz,"Baum, L. Frank (Lyman Frank)",1856,en,PZ
Tales,"Crabbe, George",1754,en,PR
The Satyricon — Volume 01: Introduction,Petronius Arbiter,20,en,PA
The Satyricon — Volume 02: Dinner of Trimalchio,Petronius Arbiter,20,en,PA
The Satyricon — Volume 03: Encolpius and His Companions,Petronius Arbiter,20,en,PA
The Satyricon — Volume 04 : Escape by Sea,Petronius Arbiter,20,en,PA
The Satyricon — Volume 05: Crotona Affairs,Petronius Arbiter,20,en,PA
The Satyricon — Volume 06: Editor's Notes,Petronius Arbiter,20,en,PA
The Satyricon — Volume 07: Marchena Notes,Petronius Arbiter,20,en,PA
Life and Letters of Thomas Henry Huxley — Volume 2,"Huxley, Thomas Henry",1825,en,QH
Sant' Ilario,"Crawford, F. Marion (Francis Marion)",1854,en,PS
The Chinese Boy and Girl,"Headland, Isaac Taylor",1859,en,DS
The Invisible Man: A Grotesque Romance,"Wells, H. G. (Herbert George)",1866,en,PR
"The Methods and Scope of Genetics
An inaugural lecture delivered 23 October 1908","Bateson, William",1861,en,QH
The Way We Live Now,"Trollope, Anthony",1815,en,PR
The Iron Trail,"Beach, Rex",1877,en,PS
The Confessions of Harry Lorrequer — Volume 1,"Lever, Charles James",1806,en,PR
The Confessions of Harry Lorrequer — Volume 2,"Lever, Charles James",1806,en,PR
The Confessions of Harry Lorrequer — Volume 3,"Lever, Charles James",1806,en,PR
"Blue-Stocking Hall, (Vol. 2 of 3)","Scargill, William Pitt",1787,en,PR
The Confessions of Harry Lorrequer — Volume 4,"Lever, Charles James",1806,en,PR
The Confessions of Harry Lorrequer — Volume 5,"Lever, Charles James",1806,en,PR
The Confessions of Harry Lorrequer — Volume 6,"Lever, Charles James",1806,en,PR
"Court Life in China: The Capital, Its Officials and People","Headland, Isaac Taylor",1859,en,DS
Famous Men of Ancient Times,"Goodrich, Samuel G. (Samuel Griswold)",1793,en,CT
The Eye of Zeitoon,"Mundy, Talbot",1879,en,PR
Modern French Philosophy: a Study of the Development Since Comte,"Gunn, John Alexander",1896,en,B
The Old Wives' Tale,"Bennett, Arnold",1867,en,PR
"The ""Dock Rats"" of New York; Or, The Smuggler Band's Last Stand",Old Sleuth,1837,en,PS
"The Voyage of Verrazzano
A Chapter in the Early History of Maritime Discovery in America","Murphy, Henry Cruse",1810,en,E011
The Book of Good Manners; a Guide to Polite Usage for All Social Functions,"Green, Walter Cox",1866,en,BJ
The History of the Life of the Late Mr. Jonathan Wild the Great,"Fielding, Henry",1707,en,PR
The Broad Highway,"Farnol, Jeffery",1878,en,PR
Hildegarde's Neighbors,"Richards, Laura Elizabeth Howe",1850,en,PZ PS
Constance Dunlap,"Reeve, Arthur B. (Arthur Benjamin)",1880,en,PS
Curly and Floppy Twistytail (The Funny Piggie Boys),"Garis, Howard Roger",1873,en,PZ
The Dreadnought Boys on Aero Service,"Goldfrap, John Henry",1879,en,PZ
"The Girl Scout Pioneers; Or, Winning the First B. C.","Garis, Lilian",1873,en,PZ PS
Patty's Butterfly Days,"Wells, Carolyn",1862,en,PZ PS
Sister Carrie,"Dreiser, Theodore",1871,en,PS
Courts and Criminals,"Train, Arthur Cheney",1875,en,KF
Driven Back to Eden,"Roe, Edward Payson",1838,en,PZ PS
Heart of Darkness,"Conrad, Joseph",1857,en,PR
The Film Mystery,"Reeve, Arthur B. (Arthur Benjamin)",1880,en,PS
Marjorie's Vacation,"Wells, Carolyn",1862,en,PZ PS
The Sea Fogs,"Stevenson, Robert Louis",1850,en,PR F850.5
Darwiniana; Essays and Reviews Pertaining to Darwinism,"Gray, Asa",1810,en,QH
Tales and Novels of J. de La Fontaine — Volume 01,"La Fontaine, Jean de",1621,en,PQ
Tales and Novels of J. de La Fontaine — Volume 02,"La Fontaine, Jean de",1621,en,PQ
Tales and Novels of J. de La Fontaine — Volume 03,"La Fontaine, Jean de",1621,en,PQ
Tales and Novels of J. de La Fontaine — Volume 04,"La Fontaine, Jean de",1621,en,PQ
Tales and Novels of J. de La Fontaine — Volume 05,"La Fontaine, Jean de",1621,en,PQ
Tales and Novels of J. de La Fontaine — Volume 06,"La Fontaine, Jean de",1621,en,PQ
Tales and Novels of J. de La Fontaine — Volume 07,"La Fontaine, Jean de",1621,en,PQ
Tales and Novels of J. de La Fontaine — Volume 09,"La Fontaine, Jean de",1621,en,PQ
Tales and Novels of J. de La Fontaine — Volume 10,"La Fontaine, Jean de",1621,en,PQ
Tales and Novels of J. de La Fontaine — Volume 11,"La Fontaine, Jean de",1621,en,PQ
Tales and Novels of J. de La Fontaine — Volume 12,"La Fontaine, Jean de",1621,en,PQ
Tales and Novels of J. de La Fontaine — Volume 13,"La Fontaine, Jean de",1621,en,PQ
Tales and Novels of J. de La Fontaine — Volume 14,"La Fontaine, Jean de",1621,en,PQ
Tales and Novels of J. de La Fontaine — Volume 15,"La Fontaine, Jean de",1621,en,PQ
Tales and Novels of J. de La Fontaine — Volume 16,"La Fontaine, Jean de",1621,en,PQ
Tales and Novels of J. de La Fontaine — Volume 17,"La Fontaine, Jean de",1621,en,PQ
Tales and Novels of J. de La Fontaine — Volume 18,"La Fontaine, Jean de",1621,en,PQ
Tales and Novels of J. de La Fontaine — Volume 19,"La Fontaine, Jean de",1621,en,PQ
Tales and Novels of J. de La Fontaine — Volume 20,"La Fontaine, Jean de",1621,en,PQ
Tales and Novels of J. de La Fontaine — Volume 21,"La Fontaine, Jean de",1621,en,PQ
Tales and Novels of J. de La Fontaine — Volume 22,"La Fontaine, Jean de",1621,en,PQ
Tales and Novels of J. de La Fontaine — Volume 23,"La Fontaine, Jean de",1621,en,PQ
Tales and Novels of J. de La Fontaine — Volume 24,"La Fontaine, Jean de",1621,en,PQ
Tales and Novels of J. de La Fontaine — Volume 25,"La Fontaine, Jean de",1621,en,PQ
The Land of the Blue Flower,"Burnett, Frances Hodgson",1849,en,PZ PS
The Little Hunchback Zia,"Burnett, Frances Hodgson",1849,en,PS
My Robin,"Burnett, Frances Hodgson",1849,en,PS
Down the Ravine,"Murfree, Mary Noailles",1850,en,PS
The Letters of Wolfgang Amadeus Mozart — Volume 01,"Mozart, Wolfgang Amadeus",1756,en,ML
The Myths of Mexico & Peru,"Spence, Lewis",1874,en,F3401 F1201
"""Miss Lou""","Roe, Edward Payson",1838,en,PS
The Point of View,"Glyn, Elinor",1864,en,PR
Parnassus on Wheels,"Morley, Christopher",1890,en,PS
Mother Goose in Prose,"Baum, L. Frank (Lyman Frank)",1856,en,PZ
Through the Magic Door,"Doyle, Arthur Conan",1859,en,PR Z
Pagan Papers,"Grahame, Kenneth",1859,en,PR
The Gaming Table: Its Votaries and Victims. Volume 2 (of 2),"Steinmetz, Andrew",1816,en,GV HV
Taken Alive,"Roe, Edward Payson",1838,en,PZ PS
Concerning the Spiritual in Art,"Kandinsky, Wassily",1866,en,N
The Book of Were-Wolves,"Baring-Gould, S. (Sabine)",1834,en,GR
At the Foot of the Rainbow,"Stratton-Porter, Gene",1863,en,PS
The Love Sonnets of a Car Conductor,"Irwin, Wallace",1876,en,PS
Journals of Two Expeditions into the Interior of New South Wales,"Oxley, John",1783,en,DU
"Thirty-One Years on the Plains and in the Mountains, Or, the Last Voice from the Plains
An Authentic Record of a Life Time of Hunting, Trapping, Scouting and Indian Fighting in the Far West","Drannan, William F.",1832,en,F590.3
The Song of the Cardinal,"Stratton-Porter, Gene",1863,en,PS QL
Further Chronicles of Avonlea,"Montgomery, L. M. (Lucy Maud)",1874,en,PZ PS
"Journals of Expeditions of Discovery into Central Australia and Overland from Adelaide to King George's Sound in the Years 1840-1: Sent By the Colonists of South Australia, with the Sanction and Support of the Government: Including an Account of the Manners and Customs of the Aborigines and the State of Their Relations with Europeans — Volume 01","Eyre, Edward John",1815,en,DU
"Journals of Expeditions of Discovery into Central Australia and Overland from Adelaide to King George's Sound in the Years 1840-1: Sent By the Colonists of South Australia, with the Sanction and Support of the Government: Including an Account of the Manners and Customs of the Aborigines and the State of Their Relations with Europeans — Volume 02","Eyre, Edward John",1815,en,DU
"Journals of Expeditions of Discovery into Central Australia and Overland from Adelaide to King George's Sound in the Years 1840-1: Sent By the Colonists of South Australia, with the Sanction and Support of the Government: Including an Account of the Manners and Customs of the Aborigines and the State of Their Relations with Europeans — Complete","Eyre, Edward John",1815,en,DU
Understood Betsy,"Fisher, Dorothy Canfield",1879,en,PZ PS
"Ragged Dick, Or, Street Life in New York with the Boot-Blacks","Alger, Horatio, Jr.",1832,en,PZ PS
"Farmers of Forty Centuries; Or, Permanent Agriculture in China, Korea, and Japan","King, F. H. (Franklin Hiram)",1848,en,S
If I Were King,"McCarthy, Justin H. (Justin Huntly)",1860,en,PR
"Guy Mannering, Or, the Astrologer — Volume 01","Scott, Walter",1771,en,PR
"Guy Mannering, Or, the Astrologer — Volume 02","Scott, Walter",1771,en,PR
"Guy Mannering, Or, the Astrologer — Complete","Scott, Walter",1771,en,PR
The Inside of the Cup — Volume 01,"Churchill, Winston",1871,en,PS
The Inside of the Cup — Volume 02,"Churchill, Winston",1871,en,PS
The Inside of the Cup — Volume 03,"Churchill, Winston",1871,en,PS
The Inside of the Cup — Volume 04,"Churchill, Winston",1871,en,PS
Travels with a Donkey in the Cevennes,"Stevenson, Robert Louis",1850,en,PR
The Inside of the Cup — Volume 05,"Churchill, Winston",1871,en,PS
The Inside of the Cup — Volume 06,"Churchill, Winston",1871,en,PS
The Inside of the Cup — Volume 07,"Churchill, Winston",1871,en,PS
The Inside of the Cup — Volume 08,"Churchill, Winston",1871,en,PS
Richard Carvel — Volume 01,"Churchill, Winston",1871,en,PS
Richard Carvel — Volume 02,"Churchill, Winston",1871,en,PS
Richard Carvel — Volume 03,"Churchill, Winston",1871,en,PS
Richard Carvel — Volume 04,"Churchill, Winston",1871,en,PS
Richard Carvel — Volume 05,"Churchill, Winston",1871,en,PS
A Footnote to History: Eight Years of Trouble in Samoa,"Stevenson, Robert Louis",1850,en,DU
Richard Carvel — Volume 06,"Churchill, Winston",1871,en,PS
Richard Carvel — Volume 07,"Churchill, Winston",1871,en,PS
Richard Carvel — Volume 08,"Churchill, Winston",1871,en,PS
A Modern Chronicle — Volume 01,"Churchill, Winston",1871,en,PS
A Modern Chronicle — Volume 02,"Churchill, Winston",1871,en,PS
A Modern Chronicle — Volume 03,"Churchill, Winston",1871,en,PS
A Modern Chronicle — Volume 04,"Churchill, Winston",1871,en,PS
A Modern Chronicle — Volume 05,"Churchill, Winston",1871,en,PS
A Modern Chronicle — Volume 06,"Churchill, Winston",1871,en,PS
Tales of Terror and Mystery,"Doyle, Arthur Conan",1859,en,PR
A Modern Chronicle — Volume 07,"Churchill, Winston",1871,en,PS
A Modern Chronicle — Volume 08,"Churchill, Winston",1871,en,PS
"The Celebrity, Volume 01","Churchill, Winston",1871,en,PS
"The Celebrity, Volume 02","Churchill, Winston",1871,en,PS
"The Celebrity, Volume 03","Churchill, Winston",1871,en,PS
"The Celebrity, Volume 04","Churchill, Winston",1871,en,PS
The Crisis — Volume 01,"Churchill, Winston",1871,en,PS
The Crisis — Volume 02,"Churchill, Winston",1871,en,PS
Jean of the Lazy A,"Bower, B. M.",1874,en,PS
The Crisis — Volume 03,"Churchill, Winston",1871,en,PS
The Crisis — Volume 04,"Churchill, Winston",1871,en,PS
The Crisis — Volume 05,"Churchill, Winston",1871,en,PS
The Crisis — Volume 06,"Churchill, Winston",1871,en,PS
The Crisis — Volume 07,"Churchill, Winston",1871,en,PS
The Crisis — Volume 08,"Churchill, Winston",1871,en,PS
Project Gutenberg Complete Works of Winston Churchill,"Churchill, Winston",1871,en,PS
Old Rose and Silver,"Reed, Myrtle",1874,en,PS
The Ne'er-Do-Well,"Beach, Rex",1877,en,PS
Afoot in England,"Hudson, W. H. (William Henry)",1841,en,DA
The Recreations of a Country Parson,"Boyd, Andrew Kennedy Hutchison",1825,en,PR
The Rubaiyat of Omar Khayyam Jr.,"Irwin, Wallace",1876,en,PS
"Struggling Upward, or Luke Larkin's Luck","Alger, Horatio, Jr.",1832,en,PZ PS
The Home Acre,"Roe, Edward Payson",1838,en,SB
"The Satires, Epistles, and Art of Poetry of Horace",Horace,-65,en,PA
The Age of Innocence,"Wharton, Edith",1862,en,PS
Rab and His Friends,"Brown, John",1810,en,PR CT
The Metropolis,"Sinclair, Upton",1878,en,PS
The Five Books of Youth,"Hillyer, Robert",1895,en,PS
Emile,"Rousseau, Jean-Jacques",1712,en,LB
A Defence of Poetry and Other Essays,"Shelley, Percy Bysshe",1792,en,PN
Preface to Shakespeare,"Johnson, Samuel",1709,en,PR
The Life of Me: An Autobiography,"Johnson, Clarence Edgar",1906,en,F350.5 CT
Preface to a Dictionary of the English Language,"Johnson, Samuel",1709,en,PE
The Odes and Carmen Saeculare of Horace,Horace,-65,en,PA
Without a Home,"Roe, Edward Payson",1838,en,PS
"The Physiology of Taste; Or, Transcendental Gastronomy",Brillat-Savarin,1755,en,TX
The Stillwater Tragedy,"Aldrich, Thomas Bailey",1836,en,PS
Hyperion,"Longfellow, Henry Wadsworth",1807,en,PS
An Original Belle,"Roe, Edward Payson",1838,en,PS
Uarda : a Romance of Ancient Egypt — Volume 01,"Ebers, Georg",1837,en,PT
Uarda : a Romance of Ancient Egypt — Volume 02,"Ebers, Georg",1837,en,PT
Uarda : a Romance of Ancient Egypt — Volume 03,"Ebers, Georg",1837,en,PT
Uarda : a Romance of Ancient Egypt — Volume 04,"Ebers, Georg",1837,en,PT
Uarda : a Romance of Ancient Egypt — Volume 05,"Ebers, Georg",1837,en,PT
Uarda : a Romance of Ancient Egypt — Volume 06,"Ebers, Georg",1837,en,PT
Uarda : a Romance of Ancient Egypt — Volume 07,"Ebers, Georg",1837,en,PT
Uarda : a Romance of Ancient Egypt — Volume 08,"Ebers, Georg",1837,en,PT
Uarda : a Romance of Ancient Egypt — Volume 09,"Ebers, Georg",1837,en,PT
Uarda : a Romance of Ancient Egypt — Volume 10,"Ebers, Georg",1837,en,PT
Anne's House of Dreams,"Montgomery, L. M. (Lucy Maud)",1874,en,PZ
An Egyptian Princess — Volume 01,"Ebers, Georg",1837,en,PT
An Egyptian Princess — Volume 02,"Ebers, Georg",1837,en,PT
An Egyptian Princess — Volume 03,"Ebers, Georg",1837,en,PT
An Egyptian Princess — Volume 04,"Ebers, Georg",1837,en,PT
An Egyptian Princess — Volume 05,"Ebers, Georg",1837,en,PT
An Egyptian Princess — Volume 06,"Ebers, Georg",1837,en,PT
An Egyptian Princess — Volume 07,"Ebers, Georg",1837,en,PT
